PUT,7078,2574
GET,7078
GET,7078
DEL,7078
DEL,7078
GET,7078
GET,7078
DEL,7078
PUT,6387,3302
PUT,9881,8289
GET,7078
DEL,7078
DEL,6387
GET,7078
PUT,6908,5131
DEL,6387
GET,6908
PUT,9624,6569
DEL,9881
PUT,3394,3012
PUT,7725,6039
GET,9881
PUT,9075,6427
GET,9881
PUT,5458,3293
DEL,9075
PUT,6893,2591
DEL,7078
PUT,5913,1097
DEL,9624
PUT,6927,4512
GET,5913
PUT,1448,2081
DEL,6387
GET,9624
GET,7725
GET,6908
DEL,7078
DEL,5458
GET,7725
GET,9881
GET,7078
DEL,9624
GET,6893
DEL,1448
GET,5458
DEL,9624
PUT,6792,3600
DEL,5458
GET,7725
PUT,8681,3906
PUT,8469,7540
GET,1448
DEL,6927
DEL,5458
DEL,8681
GET,8469
GET,3394
DEL,9881
DEL,3394
GET,1448
GET,6792
DEL,5913
DEL,9075
PUT,4972,1258
GET,5913
DEL,6908
PUT,8805,4912
DEL,4972
DEL,5458
PUT,4533,3964
PUT,1593,8004
GET,8681
GET,1593
DEL,1593
GET,9624
GET,9881
DEL,6908
PUT,2350,857
PUT,4525,4282
DEL,8805
PUT,4449,5964
PUT,5316,292
DEL,3394
PUT,5871,9283
PUT,7063,58
GET,1448
GET,1448
PUT,5110,5346
DEL,5871
GET,2350
GET,5316
DEL,6927
PUT,2284,9346
GET,6927
PUT,6977,8414
DEL,1593
PUT,8447,2833
GET,1448
GET,8447
PUT,7486,657
GET,7725
GET,7063
GET,8469
DEL,4533
PUT,1991,7255
PUT,8254,8172
DEL,4533
PUT,1970,5193
PUT,6518,7993
GET,6927
DEL,9881
DEL,6518
GET,1593
DEL,6908
GET,5110
DEL,8469
DEL,5316
DEL,1970
PUT,1661,2156
DEL,6927
PUT,6281,728
DEL,1448
DEL,6893
PUT,7069,9075
GET,5871
GET,6281
GET,9881
PUT,3811,2139
GET,6927
PUT,6755,1306
DEL,6908
GET,5316
PUT,8339,3695
PUT,8326,4808
PUT,4763,4987
PUT,3935,9723
DEL,4525
GET,6893
PUT,1569,6283
DEL,8469
DEL,3935
PUT,9726,876
PUT,3765,3190
PUT,4027,4180
DEL,1593
PUT,9670,5289
GET,2350
PUT,7432,7710
GET,4533
DEL,8339
GET,3394
PUT,1636,2139
GET,3935
DEL,7069
GET,6281
PUT,9335,1229
DEL,3765
PUT,9706,7584
GET,7725
PUT,1957,9963
PUT,8943,2171
PUT,9538,2182
GET,5316
PUT,1888,1400
PUT,3624,4815
GET,4972
PUT,9727,6354
PUT,457,9684
DEL,6281
PUT,4371,6414
PUT,6242,7501
GET,6792
GET,8805
GET,1593
DEL,8254
DEL,7432
PUT,8711,6152
PUT,8509,5839
DEL,9538
GET,6755
DEL,2350
DEL,6977
GET,5110
PUT,7442,8051
PUT,7839,216
PUT,6851,2847
GET,9726
GET,5110
DEL,3394
DEL,7839
DEL,7839
PUT,6915,8212
DEL,7063
PUT,1671,4869
GET,4371
PUT,5002,1672
GET,3811
DEL,6893
DEL,8943
GET,7725
DEL,9706
GET,3811
PUT,1597,1367
GET,8326
GET,3624
PUT,1645,2249
PUT,1773,3469
GET,7839
DEL,2350
GET,1593
GET,6518
PUT,31,4873
GET,8805
PUT,2864,4305
GET,8326
PUT,9,7669
PUT,9872,4953
DEL,9727
PUT,6368,4544
DEL,8943
DEL,5002
PUT,429,575
DEL,1569
DEL,8681
GET,7839
GET,1597
GET,4449
GET,31
DEL,1597
PUT,4119,5780
PUT,500,1950
GET,1661
GET,9706
DEL,8805
PUT,1340,1717
PUT,6004,2633
PUT,1473,1627
DEL,429
PUT,2304,6837
PUT,3123,9613
DEL,8943
PUT,5343,7092
PUT,9962,3131
DEL,8943
GET,6242
DEL,9538
GET,9727
PUT,1430,4332
DEL,4371
DEL,429
PUT,1716,8110
GET,2284
DEL,1970
GET,2864
DEL,1340
GET,5002
GET,1888
PUT,1771,4513
PUT,3142,8240
DEL,6518
GET,6927
GET,4027
DEL,5316
DEL,1569
GET,8339
DEL,9706
DEL,3142
PUT,2673,7295
DEL,6915
DEL,9962
PUT,8850,6399
GET,9624
PUT,2379,9463
PUT,6372,4484
GET,6372
DEL,9538
PUT,1459,7925
GET,429
DEL,3765
GET,6004
GET,6755
PUT,5166,7315
GET,4371
DEL,4449
GET,3624
GET,2673
GET,5343
GET,6387
DEL,1957
DEL,9
GET,3624
PUT,8451,4824
DEL,457
GET,4972
DEL,1771
GET,1671
PUT,7632,3860
PUT,7676,612
GET,2379
GET,8447
PUT,1361,4149
DEL,1459
DEL,1430
GET,9962
DEL,6281
DEL,9881
PUT,1723,8114
GET,8447
GET,6281
GET,4533
GET,1991
DEL,8850
DEL,9706
DEL,7839
GET,7725
PUT,7371,4969
PUT,6157,2888
GET,6927
GET,3394
DEL,4371
GET,5166
GET,1716
GET,4371
PUT,746,2873
PUT,1242,9997
DEL,1473
GET,6518
DEL,457
DEL,7371
DEL,4533
PUT,3617,9101
DEL,8469
PUT,5210,2618
DEL,6242
GET,746
DEL,1597
DEL,5871
DEL,2350
DEL,3624
GET,1771
PUT,1665,2896
DEL,8254
GET,2350
PUT,1098,689
GET,7632
PUT,2321,6973
DEL,8447
DEL,5002
PUT,4132,4406
DEL,457
PUT,1723,4628
DEL,457
GET,9881
DEL,8943
DEL,2673
DEL,1970
GET,9335
PUT,6551,5855
DEL,1473
GET,4027
GET,1459
DEL,1597
GET,1593
GET,6368
GET,9872
DEL,1773
PUT,884,2681
DEL,1723
DEL,2284
PUT,2835,6436
DEL,746
DEL,7371
GET,8509
DEL,429
GET,1723
GET,2673
PUT,7761,8137
PUT,68,3361
PUT,6315,7407
GET,6755
GET,1636
DEL,1448
DEL,5166
GET,8339
DEL,1957
DEL,6893
GET,3624
GET,2673
GET,1665
GET,6927
PUT,7326,7071
DEL,2379
GET,5110
GET,1723
PUT,7386,4693
PUT,7845,8721
PUT,6738,8598
GET,1098
DEL,9881
GET,5316
DEL,1991
PUT,8201,9226
DEL,2835
PUT,9704,4593
GET,4763
PUT,6005,6364
GET,1340
DEL,2321
DEL,8681
DEL,5166
GET,7761
DEL,3765
PUT,7124,9238
PUT,5715,5373
PUT,9002,6416
PUT,5932,2546
PUT,108,1405
PUT,5610,7694
PUT,9390,2685
DEL,7326
DEL,3123
GET,8681
PUT,833,3940
PUT,6244,5145
GET,2350
DEL,9706
DEL,7371
PUT,2901,7190
GET,9881
PUT,6708,9115
GET,1448
DEL,7371
DEL,8469
PUT,6124,7548
GET,5913
PUT,8161,6900
DEL,9075
PUT,7954,5622
GET,746
DEL,6005
GET,6551
GET,2835
GET,3935
DEL,884
GET,2901
DEL,8339
DEL,7371
GET,4763
GET,3142
PUT,2922,3075
PUT,3026,1734
DEL,5210
GET,3617
DEL,5871
GET,8326
PUT,1817,3244
DEL,1361
DEL,884
PUT,3069,7099
GET,6518
GET,4972
GET,6005
DEL,6518
PUT,4290,9927
PUT,259,4680
DEL,3123
DEL,8201
PUT,5549,7095
DEL,3935
GET,5210
GET,9706
DEL,6315
DEL,2284
DEL,7761
DEL,1569
PUT,1548,8083
PUT,8694,820
DEL,1957
PUT,5123,3245
DEL,1817
PUT,9040,7794
DEL,7078
DEL,8339
PUT,8731,1731
GET,7954
PUT,9472,9274
DEL,4027
GET,6315
PUT,5890,6844
PUT,2833,9517
DEL,746
DEL,2321
PUT,8384,4649
PUT,732,717
PUT,154,2184
DEL,2922
PUT,4221,7239
PUT,5040,9078
PUT,3818,5604
GET,7078
GET,6124
GET,5715
DEL,1817
PUT,2894,1143
PUT,832,4999
PUT,4647,2752
DEL,7761
DEL,8447
PUT,4176,1614
DEL,1888
PUT,5272,1921
DEL,7078
GET,8469
DEL,5932
PUT,3016,9900
GET,5913
DEL,4371
DEL,1716
PUT,465,5710
GET,6708
PUT,4744,3188
DEL,6244
GET,5110
DEL,1645
PUT,7556,4032
PUT,7491,3398
GET,8731
DEL,3394
DEL,1723
PUT,4994,6117
PUT,5037,7312
GET,3811
PUT,7845,8883
DEL,1548
GET,1723
PUT,392,7458
GET,1771
DEL,5123
DEL,9962
GET,3016
DEL,6315
DEL,1665
DEL,5123
DEL,8339
DEL,4132
DEL,8509
PUT,9366,6705
GET,9075
PUT,9612,6982
DEL,1593
DEL,2379
GET,4290
DEL,6368
PUT,6607,4008
DEL,8509
GET,1548
DEL,4132
PUT,975,2256
GET,8326
DEL,2350
GET,1569
DEL,1430
DEL,4744
DEL,4449
DEL,5037
GET,7491
DEL,429
DEL,259
PUT,4853,8625
DEL,7326
DEL,3394
PUT,3284,6617
GET,8447
DEL,5123
DEL,6157
GET,8254
GET,9881
PUT,9436,4315
DEL,4525
GET,68
PUT,184,3614
PUT,3073,6649
DEL,31
GET,3818
DEL,6157
DEL,3284
PUT,2381,1421
DEL,8850
PUT,1116,4819
PUT,2455,6632
DEL,9002
GET,9075
GET,8447
PUT,4544,4020
GET,746
GET,3284
GET,6242
GET,5272
DEL,4290
PUT,1248,3161
GET,2901
GET,3818
PUT,227,3131
DEL,2350
PUT,5937,755
PUT,5098,2179
DEL,7442
DEL,6893
PUT,1262,6954
PUT,9346,6591
PUT,380,3417
GET,9704
PUT,6176,1539
PUT,4767,2661
PUT,1194,6945
PUT,2373,822
PUT,5244,7213
PUT,3804,8304
GET,7839
DEL,1593
GET,5110
DEL,8943
DEL,9538
DEL,9670
DEL,5937
GET,9962
DEL,1194
GET,8326
PUT,9806,6537
PUT,2719,7309
PUT,1771,3436
GET,5913
GET,1970
DEL,4290
GET,108
GET,5890
PUT,7633,4437
DEL,4853
DEL,2321
GET,6387
